1,4.10,44.96,38.45
2,10.51,62.76,54.94
3,19.78,313.33,210.25
4,53.90,313.38,313.36
5,100.99,313.33,313.33
6,156.91,313.35,313.35
7,169.37,313.33,313.33
8,174.37,313.35,313.34
9,196.84,313.35,313.34
10,163.48,313.35,313.35
11,171.93,313.35,313.35
12,175.37,313.39,313.37
13,182.84,313.39,313.37
14,147.25,313.35,313.35
15,197.47,313.38,313.37
16,174.45,313.33,313.33
17,171.40,313.39,313.37
18,173.65,313.35,313.35
19,189.93,313.38,313.37
20,186.54,313.39,313.36
21,177.82,313.35,313.35
22,168.82,313.39,313.37
23,161.11,313.35,313.35
24,166.29,313.35,313.35
25,165.40,313.35,313.35
26,160.40,313.35,313.35
27,190.18,313.35,313.35
28,176.39,313.38,313.37
29,195.06,313.39,313.39
30,192.08,313.35,313.35
31,186.58,313.35,313.35
32,172.52,313.39,313.37
33,193.30,313.35,313.35
34,157.41,313.35,313.35
35,190.58,313.39,313.39
36,150.70,313.33,313.33
37,178.16,313.38,313.37
38,200.30,313.35,313.35
39,185.86,313.39,313.37
40,183.92,313.38,313.37
41,150.88,313.35,313.34
42,173.18,313.35,313.35
43,183.75,313.33,313.33
44,161.96,332.10,325.80
45,174.68,328.98,325.80
46,178.37,329.02,325.81
47,166.44,328.99,328.99
48,164.94,329.00,329.00
49,160.20,332.13,332.13
50,161.40,332.08,330.55
51,177.22,332.13,332.12
52,203.07,332.12,332.12
53,180.92,332.11,332.11
54,188.78,417.87,375.00
55,201.37,417.89,417.88
56,200.47,417.89,417.89
57,197.24,617.40,517.66
58,190.99,617.44,617.44
59,234.60,620.84,620.83
60,270.28,620.84,620.84
61,277.60,805.51,801.83
62,266.39,798.14,723.25
63,344.34,634.64,631.21
64,333.04,801.90,800.02
65,385.51,798.14,798.14
66,379.96,812.61,805.38
67,368.45,798.15,798.15
68,376.27,798.15,798.15
69,350.02,798.14,709.51
70,344.30,798.15,721.52
71,336.72,798.14,716.38
72,336.92,798.14,798.14
73,323.07,798.15,798.15
74,367.20,798.14,798.14
75,393.44,798.15,798.15
76,344.36,798.15,798.15
77,329.38,798.14,709.49
78,357.21,798.15,798.15
79,318.71,798.14,798.14
80,339.93,798.15,712.97
81,308.33,798.14,798.14
82,335.86,648.38,636.31
83,310.73,798.15,798.15
84,344.42,798.14,798.14
85,365.80,624.24,624.24
86,358.86,644.89,634.57
87,350.44,798.15,798.15
88,331.48,798.14,796.34
89,325.65,798.15,711.20
90,371.43,798.15,798.15
91,352.85,812.61,805.38
92,345.85,798.15,796.34
93,310.15,798.14,796.34
94,396.59,794.53,712.87
95,352.40,794.53,709.39
96,347.67,798.15,798.15
97,316.59,624.24,624.24
98,335.41,794.53,719.74
99,355.82,798.14,798.14
100,349.17,794.53,714.57
101,324.43,798.15,796.34
102,411.39,798.14,798.14
103,380.25,798.14,798.14
104,389.75,798.14,798.14
105,343.25,627.78,626.01
106,367.27,794.53,790.49
107,326.14,794.53,794.53
108,327.98,798.14,798.14
109,359.15,798.14,796.26
110,343.95,631.19,631.19
111,350.13,651.85,639.82
112,366.54,798.14,798.14
113,329.54,794.53,794.53
114,349.42,798.14,714.66
115,342.85,631.18,629.48
116,352.05,798.14,796.34
117,331.68,787.06,709.12
118,387.59,794.53,712.86
119,372.61,794.53,790.80
120,372.33,787.06,709.12
121,358.29,805.46,747.93
122,368.97,794.53,790.80
123,350.56,787.06,787.06
124,378.63,798.14,798.14
125,338.84,787.06,787.06
126,387.09,798.14,792.60
127,311.69,787.06,787.05
128,325.08,798.14,790.80
129,337.09,783.47,709.10
130,357.72,783.47,709.10
131,346.91,787.06,709.12
132,336.81,783.47,783.47
133,369.14,787.05,785.26
134,379.12,783.47,783.47
135,362.20,783.47,783.47
136,323.17,631.18,631.18
137,356.69,787.06,709.12
138,389.11,783.47,733.44
139,343.82,783.47,783.47
140,298.51,679.91,655.55
141,371.46,787.06,787.06
142,387.59,787.06,787.06
143,359.33,787.06,712.61
144,321.01,787.06,785.26
145,367.33,787.06,787.06
146,342.33,805.46,796.26
147,307.35,783.47,712.53
148,316.14,787.06,785.20
149,365.46,787.06,785.26
150,337.60,787.06,785.26
151,342.43,693.85,667.72
152,263.07,805.46,718.32
153,318.92,787.06,787.06
154,348.91,787.06,787.06
155,375.61,805.46,794.46
156,302.23,787.06,787.06
157,313.78,787.06,785.26
158,397.32,783.47,733.44
159,372.28,631.18,631.18
160,336.76,787.06,785.26
161,367.85,783.47,783.47
162,366.76,805.46,796.26
163,347.97,790.76,788.91
164,346.49,783.47,707.32
165,350.86,783.47,707.32
166,334.40,787.06,787.06
167,388.58,787.06,785.26
168,354.86,693.85,662.52
169,337.74,631.18,631.18
170,338.42,783.47,783.47
171,327.98,787.06,785.27
172,353.24,787.06,785.26
173,345.64,787.06,785.26
174,379.28,787.06,709.12
175,340.85,787.06,785.26
176,372.17,787.06,785.26
177,342.75,783.47,783.47
178,374.51,783.47,783.47
179,336.88,787.06,785.26
180,369.91,787.06,785.26
181,289.87,787.06,785.26
182,339.48,805.46,796.26
183,284.22,787.06,709.12
184,408.89,787.06,787.06
185,331.27,787.06,785.26
186,298.23,641.57,636.38
187,348.72,638.14,634.66
188,340.75,787.06,785.26
189,384.83,783.47,783.47
190,356.51,783.47,783.47
191,306.59,783.47,783.47
192,318.05,631.18,631.18
193,294.79,783.47,733.44
194,352.49,631.18,631.18
195,370.14,787.06,787.06
196,371.38,787.06,787.06
197,324.86,783.47,733.41
198,340.10,787.06,785.26
199,354.14,783.47,783.47
200,359.51,787.06,785.26
201,375.56,805.46,794.46
202,342.18,783.47,783.41
203,356.79,787.06,787.06
204,375.27,787.06,785.26
205,409.50,783.47,783.47
206,364.32,638.15,632.96
207,350.16,805.46,796.26
208,341.27,783.47,783.47
209,409.60,805.46,796.26
210,382.58,790.77,790.77
211,340.23,787.06,787.06
212,387.21,787.06,787.06
213,346.40,790.77,788.91
214,374.90,790.77,787.12
215,277.60,783.47,783.47
216,367.09,783.47,783.47
217,406.95,787.06,787.06
218,358.50,787.06,709.12
219,326.06,679.91,655.55
220,294.14,787.06,709.12
221,318.32,787.08,787.07
222,342.22,787.07,785.27
223,369.17,783.47,742.57
224,332.90,787.08,787.07
225,320.51,631.18,631.18
226,366.40,787.08,785.27
227,316.68,787.07,785.27
228,337.01,641.60,636.39
229,338.30,787.07,709.13
230,379.52,787.06,787.06
231,354.88,805.46,805.46
232,280.07,787.06,785.26
233,312.91,787.07,785.27
234,349.66,787.06,709.12
235,301.88,783.47,783.41
236,340.81,787.06,785.26
237,344.77,805.08,796.07
238,382.96,783.47,783.47
239,329.18,783.47,783.47
240,382.96,783.47,731.69
241,348.39,787.06,787.06
242,369.95,783.47,783.47
243,279.91,805.46,796.26
244,376.96,783.47,783.47
245,318.46,787.06,787.06
246,370.92,631.18,631.18
247,372.52,787.06,785.26
248,323.75,634.73,632.96
249,387.45,787.06,787.06
250,297.28,631.18,631.18
251,347.97,783.47,783.46
252,354.41,787.06,787.05
253,334.35,783.47,783.46
254,340.88,787.06,787.06
255,353.82,787.05,787.05
256,383.81,783.47,710.81
257,358.36,794.52,788.99
258,336.43,798.12,790.79
259,322.42,783.47,783.46
260,377.08,787.06,785.26
261,353.31,783.47,712.54
262,372.32,787.06,787.06
263,314.80,631.18,631.18
264,386.32,787.06,787.06
265,340.50,787.06,785.26
266,376.21,805.46,794.46
267,381.93,783.47,707.34
268,340.31,801.47,792.47
269,369.31,631.21,631.20
270,370.13,787.06,785.26
271,316.49,783.47,736.92
272,333.19,783.47,707.32
273,319.76,805.46,749.65
274,361.85,787.06,733.48
275,381.32,801.73,794.39
276,340.41,787.06,740.45
277,357.17,641.60,636.39
278,332.10,787.06,785.26
279,362.27,787.06,785.26
280,384.77,787.06,709.13
281,364.40,787.06,709.12
282,371.83,783.47,783.47
283,288.65,787.06,785.26
284,311.67,787.06,714.33
285,340.00,690.37,660.79
286,377.72,787.05,785.26
287,319.39,787.06,785.26
288,324.77,805.15,794.30
289,386.02,787.06,785.26
